LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed Level,Unemployed Rate
CN3601300000000,36,13,"Chautauqua County, NY",2014,"58,030","54,081","3,949",6.8
CN3601500000000,36,15,"Chemung County, NY",2014,"38,337","35,940","2,397",6.3
CN3601700000000,36,17,"Chenango County, NY",2014,"23,286","21,840","1,446",6.2
CN3601900000000,36,19,"Clinton County, NY",2014,"36,140","33,753","2,387",6.6
CN3602100000000,36,21,"Columbia County, NY",2014,"31,463","29,981","1,482",4.7
CN3602300000000,36,23,"Cortland County, NY",2014,"23,765","22,220","1,545",6.5
CN3602500000000,36,25,"Delaware County, NY",2014,"20,118","18,798","1,320",6.6
CN3602700000000,36,27,"Dutchess County, NY",2014,"142,866","135,274","7,592",5.3
CN3602900000000,36,29,"Erie County, NY",2014,"450,411","422,961","27,450",6.1
CN3603100000000,36,31,"Essex County, NY",2014,"17,626","16,414","1,212",6.9
CN3603300000000,36,33,"Franklin County, NY",2014,"20,601","19,108","1,493",7.2
CN3603500000000,36,35,"Fulton County, NY",2014,"23,537","21,734","1,803",7.7
CN3603700000000,36,37,"Genesee County, NY",2014,"30,155","28,487","1,668",5.5
CN3603900000000,36,39,"Greene County, NY",2014,"20,806","19,402","1,404",6.7
CN3604100000000,36,41,"Hamilton County, NY",2014,"2,440","2,259",181,7.4
CN3604300000000,36,43,"Herkimer County, NY",2014,"28,978","27,014","1,964",6.8
CN3604500000000,36,45,"Jefferson County, NY",2014,"46,808","43,248","3,560",7.6
CN3604700000000,36,47,"Kings County, NY",2014,"1,224,532","1,131,176","93,356",7.6
CN3604900000000,36,49,"Lewis County, NY",2014,"11,918","10,983",935,7.8
CN3605100000000,36,51,"Livingston County, NY",2014,"31,084","29,285","1,799",5.8
CN3605300000000,36,53,"Madison County, NY",2014,"33,571","31,419","2,152",6.4
CN3605500000000,36,55,"Monroe County, NY",2014,"366,103","344,893","21,210",5.8
CN3605700000000,36,57,"Montgomery County, NY",2014,"22,364","20,694","1,670",7.5
CN3605900000000,36,59,"Nassau County, NY",2014,"688,753","655,871","32,882",4.8
CN3606100000000,36,61,"New York County, NY",2014,"913,131","857,230","55,901",6.1
CN3606300000000,36,63,"Niagara County, NY",2014,"101,979","94,822","7,157",7
CN3606500000000,36,65,"Oneida County, NY",2014,"103,624","97,301","6,323",6.1
CN3606700000000,36,67,"Onondaga County, NY",2014,"225,647","213,104","12,543",5.6
CN3606900000000,36,69,"Ontario County, NY",2014,"55,012","52,139","2,873",5.2
CN3607100000000,36,71,"Orange County, NY",2014,"176,202","166,535","9,667",5.5
CN3607300000000,36,73,"Orleans County, NY",2014,"18,124","16,737","1,387",7.7
CN3607500000000,36,75,"Oswego County, NY",2014,"55,299","50,834","4,465",8.1
CN3607700000000,36,77,"Otsego County, NY",2014,"30,135","28,417","1,718",5.7
CN3607900000000,36,79,"Putnam County, NY",2014,"50,488","48,012","2,476",4.9
CN3608100000000,36,81,"Queens County, NY",2014,"1,159,346","1,085,553","73,793",6.4
CN3608300000000,36,83,"Rensselaer County, NY",2014,"81,513","77,137","4,376",5.4
CN3608500000000,36,85,"Richmond County, NY",2014,"221,656","205,156","16,500",7.4
CN3608700000000,36,87,"Rockland County, NY",2014,"150,029","142,290","7,739",5.2
CN3608900000000,36,89,"St. Lawrence County, NY",2014,"47,277","43,618","3,659",7.7
CN3609100000000,36,91,"Saratoga County, NY",2014,"116,159","110,745","5,414",4.7
CN3609300000000,36,93,"Schenectady County, NY",2014,"76,434","72,338","4,096",5.4
CN3609500000000,36,95,"Schoharie County, NY",2014,"14,804","13,813",991,6.7
CN3609700000000,36,97,"Schuyler County, NY",2014,"8,643","8,037",606,7
CN3609900000000,36,99,"Seneca County, NY",2014,"15,584","14,708",876,5.6
CN3610100000000,36,101,"Steuben County, NY",2014,"44,285","41,237","3,048",6.9
CN3610300000000,36,103,"Suffolk County, NY",2014,"769,481","728,090","41,391",5.4
CN3610500000000,36,105,"Sullivan County, NY",2014,"33,423","31,229","2,194",6.6
CN3610700000000,36,107,"Tioga County, NY",2014,"23,884","22,428","1,456",6.1
CN3610900000000,36,109,"Tompkins County, NY",2014,"55,000","52,589","2,411",4.4
CN3611100000000,36,111,"Ulster County, NY",2014,"88,385","83,349","5,036",5.7
CN3611300000000,36,113,"Warren County, NY",2014,"32,440","30,305","2,135",6.6
CN3611500000000,36,115,"Washington County, NY",2014,"28,691","26,946","1,745",6.1
CN3611700000000,36,117,"Wayne County, NY",2014,"44,604","41,851","2,753",6.2
CN3611900000000,36,119,"Westchester County, NY",2014,"472,758","448,482","24,276",5.1
CN3612100000000,36,121,"Wyoming County, NY",2014,"18,435","17,234","1,201",6.5
CN3612300000000,36,123,"Yates County, NY",2014,"11,744","11,080",664,5.7
CN3700100000000,37,1,"Alamance County, NC",2014,"76,827","72,461","4,366",5.7
CN3700300000000,37,3,"Alexander County, NC",2014,"17,470","16,487",983,5.6
CN3700500000000,37,5,"Alleghany County, NC",2014,"4,393","4,092",301,6.9
CN3700700000000,37,7,"Anson County, NC",2014,"10,922","10,147",775,7.1
CN3700900000000,37,9,"Ashe County, NC",2014,"12,416","11,564",852,6.9
CN3701100000000,37,11,"Avery County, NC",2014,"7,653","7,152",501,6.5
CN3701300000000,37,13,"Beaufort County, NC",2014,"20,096","18,618","1,478",7.4
CN3701500000000,37,15,"Bertie County, NC",2014,"8,524","7,850",674,7.9
CN3701700000000,37,17,"Bladen County, NC",2014,"14,300","12,957","1,343",9.4
CN3701900000000,37,19,"Brunswick County, NC",2014,"47,714","43,941","3,773",7.9
CN3702100000000,37,21,"Buncombe County, NC",2014,"127,750","121,751","5,999",4.7
CN3702300000000,37,23,"Burke County, NC",2014,"39,375","36,921","2,454",6.2
CN3702500000000,37,25,"Cabarrus County, NC",2014,"94,340","88,842","5,498",5.8
CN3702700000000,37,27,"Caldwell County, NC",2014,"35,502","32,921","2,581",7.3
CN3702900000000,37,29,"Camden County, NC",2014,"4,554","4,276",278,6.1
CN3703100000000,37,31,"Carteret County, NC",2014,"31,088","29,152","1,936",6.2
CN3703300000000,37,33,"Caswell County, NC",2014,"9,656","8,959",697,7.2
CN3703500000000,37,35,"Catawba County, NC",2014,"74,671","69,921","4,750",6.4
CN3703700000000,37,37,"Chatham County, NC",2014,"32,250","30,672","1,578",4.9
CN3703900000000,37,39,"Cherokee County, NC",2014,"11,107","10,318",789,7.1
CN3704100000000,37,41,"Chowan County, NC",2014,"5,680","5,231",449,7.9
CN3704300000000,37,43,"Clay County, NC",2014,"4,107","3,835",272,6.6
CN3704500000000,37,45,"Cleveland County, NC",2014,"45,990","42,631","3,359",7.3
CN3704700000000,37,47,"Columbus County, NC",2014,"23,030","21,066","1,964",8.5
CN3704900000000,37,49,"Craven County, NC",2014,"41,105","38,260","2,845",6.9
CN3705100000000,37,51,"Cumberland County, NC",2014,"127,592","117,291","10,301",8.1
CN3705300000000,37,53,"Currituck County, NC",2014,"12,717","11,913",804,6.3
CN3705500000000,37,55,"Dare County, NC",2014,"20,118","18,421","1,697",8.4
CN3705700000000,37,57,"Davidson County, NC",2014,"78,406","73,453","4,953",6.3
CN3705900000000,37,59,"Davie County, NC",2014,"19,685","18,530","1,155",5.9
CN3706100000000,37,61,"Duplin County, NC",2014,"26,591","24,891","1,700",6.4
CN3706300000000,37,63,"Durham County, NC",2014,"152,993","145,148","7,845",5.1
CN3706500000000,37,65,"Edgecombe County, NC",2014,"23,245","20,846","2,399",10.3
CN3706700000000,37,67,"Forsyth County, NC",2014,"177,327","166,674","10,653",6
CN3706900000000,37,69,"Franklin County, NC",2014,"28,304","26,458","1,846",6.5
CN3707100000000,37,71,"Gaston County, NC",2014,"100,840","93,969","6,871",6.8
CN3707300000000,37,73,"Gates County, NC",2014,"5,198","4,889",309,5.9
CN3707500000000,37,75,"Graham County, NC",2014,"3,318","2,875",443,13.4
CN3707700000000,37,77,"Granville County, NC",2014,"28,137","26,609","1,528",5.4
CN3707900000000,37,79,"Greene County, NC",2014,"9,415","8,827",588,6.2
CN3708100000000,37,81,"Guilford County, NC",2014,"253,379","236,765","16,614",6.6
CN3708300000000,37,83,"Halifax County, NC",2014,"21,271","19,210","2,061",9.7
CN3708500000000,37,85,"Harnett County, NC",2014,"49,388","45,739","3,649",7.4
CN3708700000000,37,87,"Haywood County, NC",2014,"27,255","25,666","1,589",5.8
CN3708900000000,37,89,"Henderson County, NC",2014,"49,434","46,937","2,497",5.1
CN3709100000000,37,91,"Hertford County, NC",2014,"9,386","8,690",696,7.4
CN3709300000000,37,93,"Hoke County, NC",2014,"19,400","17,778","1,622",8.4
CN3709500000000,37,95,"Hyde County, NC",2014,"2,200","1,997",203,9.2
CN3709700000000,37,97,"Iredell County, NC",2014,"79,966","74,924","5,042",6.3
CN3709900000000,37,99,"Jackson County, NC",2014,"18,369","17,140","1,229",6.7
CN3710100000000,37,101,"Johnston County, NC",2014,"85,885","80,997","4,888",5.7
CN3710300000000,37,103,"Jones County, NC",2014,"4,489","4,191",298,6.6
CN3710500000000,37,105,"Lee County, NC",2014,"25,024","22,977","2,047",8.2
CN3710700000000,37,107,"Lenoir County, NC",2014,"27,862","25,866","1,996",7.2
CN3710900000000,37,109,"Lincoln County, NC",2014,"39,646","37,202","2,444",6.2
CN3711100000000,37,111,"McDowell County, NC",2014,"20,811","19,470","1,341",6.4
CN3711300000000,37,113,"Macon County, NC",2014,"15,040","14,045",995,6.6
CN3711500000000,37,115,"Madison County, NC",2014,"9,399","8,812",587,6.2
CN3711700000000,37,117,"Martin County, NC",2014,"9,885","9,112",773,7.8
CN3711900000000,37,119,"Mecklenburg County, NC",2014,"548,086","515,227","32,859",6
CN3712100000000,37,121,"Mitchell County, NC",2014,"6,537","6,031",506,7.7
CN3712300000000,37,123,"Montgomery County, NC",2014,"11,473","10,740",733,6.4
CN3712500000000,37,125,"Moore County, NC",2014,"38,185","35,846","2,339",6.1
CN3712700000000,37,127,"Nash County, NC",2014,"44,251","40,720","3,531",8
CN3712900000000,37,129,"New Hanover County, NC",2014,"110,572","103,997","6,575",5.9
CN3713100000000,37,131,"Northampton County, NC",2014,"7,945","7,305",640,8.1
CN3713300000000,37,133,"Onslow County, NC",2014,"64,033","60,131","3,902",6.1
CN3713500000000,37,135,"Orange County, NC",2014,"72,691","69,311","3,380",4.6
CN3713700000000,37,137,"Pamlico County, NC",2014,"5,302","4,950",352,6.6
CN3713900000000,37,139,"Pasquotank County, NC",2014,"17,281","15,886","1,395",8.1
CN3714100000000,37,141,"Pender County, NC",2014,"25,315","23,518","1,797",7.1
CN3714300000000,37,143,"Perquimans County, NC",2014,"5,102","4,704",398,7.8
CN3714500000000,37,145,"Person County, NC",2014,"17,945","16,551","1,394",7.8
CN3714700000000,37,147,"Pitt County, NC",2014,"87,492","81,848","5,644",6.5
CN3714900000000,37,149,"Polk County, NC",2014,"8,408","7,957",451,5.4
CN3715100000000,37,151,"Randolph County, NC",2014,"66,648","62,280","4,368",6.6
CN3715300000000,37,153,"Richmond County, NC",2014,"16,940","15,422","1,518",9
CN3715500000000,37,155,"Robeson County, NC",2014,"51,134","46,292","4,842",9.5
CN3715700000000,37,157,"Rockingham County, NC",2014,"41,126","38,045","3,081",7.5
CN3715900000000,37,159,"Rowan County, NC",2014,"62,452","58,040","4,412",7.1
CN3716100000000,37,161,"Rutherford County, NC",2014,"25,460","23,279","2,181",8.6
CN3716300000000,37,163,"Sampson County, NC",2014,"29,643","27,723","1,920",6.5
CN3716500000000,37,165,"Scotland County, NC",2014,"11,997","10,562","1,435",12
CN3716700000000,37,167,"Stanly County, NC",2014,"28,532","26,805","1,727",6.1
CN3716900000000,37,169,"Stokes County, NC",2014,"21,788","20,465","1,323",6.1
CN3717100000000,37,171,"Surry County, NC",2014,"33,014","30,977","2,037",6.2
CN3717300000000,37,173,"Swain County, NC",2014,"6,489","5,903",586,9
CN3717500000000,37,175,"Transylvania County, NC",2014,"13,345","12,564",781,5.9
CN3717700000000,37,177,"Tyrrell County, NC",2014,"1,554","1,399",155,10
CN3717900000000,37,179,"Union County, NC",2014,"108,820","103,104","5,716",5.3
CN3718100000000,37,181,"Vance County, NC",2014,"18,063","16,375","1,688",9.3
CN3718300000000,37,183,"Wake County, NC",2014,"523,577","497,805","25,772",4.9
CN3718500000000,37,185,"Warren County, NC",2014,"7,222","6,579",643,8.9
CN3718700000000,37,187,"Washington County, NC",2014,"5,042","4,556",486,9.6
CN3718900000000,37,189,"Watauga County, NC",2014,"27,039","25,636","1,403",5.2
CN3719100000000,37,191,"Wayne County, NC",2014,"53,869","50,416","3,453",6.4
CN3719300000000,37,193,"Wilkes County, NC",2014,"29,546","27,591","1,955",6.6
CN3719500000000,37,195,"Wilson County, NC",2014,"37,633","34,056","3,577",9.5
CN3719700000000,37,197,"Yadkin County, NC",2014,"17,528","16,533",995,5.7
CN3719900000000,37,199,"Yancey County, NC",2014,"7,491","6,984",507,6.8
CN3800100000000,38,1,"Adams County, ND",2014,"1,113","1,083",30,2.7
CN3800300000000,38,3,"Barnes County, ND",2014,"5,600","5,427",173,3.1
CN3800500000000,38,5,"Benson County, ND",2014,"2,515","2,352",163,6.5
CN3800700000000,38,7,"Billings County, ND",2014,491,477,14,2.9
CN3800900000000,38,9,"Bottineau County, ND",2014,"3,259","3,148",111,3.4
CN3801100000000,38,11,"Bowman County, ND",2014,"1,895","1,861",34,1.8
CN3801300000000,38,13,"Burke County, ND",2014,"1,299","1,266",33,2.5
CN3801500000000,38,15,"Burleigh County, ND",2014,"47,474","46,316","1,158",2.4
CN3801700000000,38,17,"Cass County, ND",2014,"92,834","90,590","2,244",2.4
CN3801900000000,38,19,"Cavalier County, ND",2014,"2,053","1,994",59,2.9
CN3802100000000,38,21,"Dickey County, ND",2014,"2,589","2,537",52,2
CN3802300000000,38,23,"Divide County, ND",2014,"1,874","1,846",28,1.5
CN3802500000000,38,25,"Dunn County, ND",2014,"4,298","4,244",54,1.3
CN3802700000000,38,27,"Eddy County, ND",2014,"1,292","1,220",72,5.6
CN3802900000000,38,29,"Emmons County, ND",2014,"1,561","1,474",87,5.6
CN3803100000000,38,31,"Foster County, ND",2014,"1,633","1,583",50,3.1
CN3803300000000,38,33,"Golden Valley County, ND",2014,976,956,20,2
CN3803500000000,38,35,"Grand Forks County, ND",2014,"36,997","35,973","1,024",2.8
CN3803700000000,38,37,"Grant County, ND",2014,"1,298","1,262",36,2.8
CN3803900000000,38,39,"Griggs County, ND",2014,"1,186","1,158",28,2.4
CN3804100000000,38,41,"Hettinger County, ND",2014,"1,539","1,507",32,2.1
CN3804300000000,38,43,"Kidder County, ND",2014,"1,280","1,230",50,3.9
CN3804500000000,38,45,"LaMoure County, ND",2014,"2,260","2,206",54,2.4
CN3804700000000,38,47,"Logan County, ND",2014,928,901,27,2.9
CN3804900000000,38,49,"McHenry County, ND",2014,"3,304","3,167",137,4.1
CN3805100000000,38,51,"McIntosh County, ND",2014,"1,247","1,210",37,3
CN3805300000000,38,53,"McKenzie County, ND",2014,"9,195","9,057",138,1.5
CN3805500000000,38,55,"McLean County, ND",2014,"4,891","4,697",194,4
CN3805700000000,38,57,"Mercer County, ND",2014,"4,151","3,988",163,3.9
CN3805900000000,38,59,"Morton County, ND",2014,"15,967","15,446",521,3.3
CN3806100000000,38,61,"Mountrail County, ND",2014,"9,063","8,948",115,1.3
CN3806300000000,38,63,"Nelson County, ND",2014,"1,534","1,476",58,3.8
CN3806500000000,38,65,"Oliver County, ND",2014,882,826,56,6.3
CN3806700000000,38,67,"Pembina County, ND",2014,"3,604","3,403",201,5.6
CN3806900000000,38,69,"Pierce County, ND",2014,"1,806","1,730",76,4.2
CN3807100000000,38,71,"Ramsey County, ND",2014,"5,676","5,475",201,3.5
CN3807300000000,38,73,"Ransom County, ND",2014,"2,732","2,655",77,2.8
CN3807500000000,38,75,"Renville County, ND",2014,"1,408","1,371",37,2.6
CN3807700000000,38,77,"Richland County, ND",2014,"8,521","8,263",258,3
CN3807900000000,38,79,"Rolette County, ND",2014,"4,792","4,247",545,11.4
CN3808100000000,38,81,"Sargent County, ND",2014,"2,166","2,118",48,2.2
CN3808300000000,38,83,"Sheridan County, ND",2014,726,690,36,5
CN3808500000000,38,85,"Sioux County, ND",2014,"1,302","1,241",61,4.7
CN3808700000000,38,87,"Slope County, ND",2014,513,502,11,2.1
CN3808900000000,38,89,"Stark County, ND",2014,"21,338","20,994",344,1.6
CN3809100000000,38,91,"Steele County, ND",2014,"1,029","1,006",23,2.2
CN3809300000000,38,93,"Stutsman County, ND",2014,"10,441","10,154",287,2.7
CN3809500000000,38,95,"Towner County, ND",2014,"1,236","1,193",43,3.5
CN3809700000000,38,97,"Traill County, ND",2014,"4,460","4,344",116,2.6
CN3809900000000,38,99,"Walsh County, ND",2014,"5,576","5,319",257,4.6
CN3810100000000,38,101,"Ward County, ND",2014,"34,553","33,647",906,2.6
CN3810300000000,38,103,"Wells County, ND",2014,"2,195","2,099",96,4.4
CN3810500000000,38,105,"Williams County, ND",2014,"31,868","31,488",380,1.2
CN3900100000000,39,1,"Adams County, OH",2014,"10,512","9,545",967,9.2
CN3900300000000,39,3,"Allen County, OH",2014,"48,339","45,536","2,803",5.8
CN3900500000000,39,5,"Ashland County, OH",2014,"25,543","24,019","1,524",6
CN3900700000000,39,7,"Ashtabula County, OH",2014,"44,923","41,700","3,223",7.2
CN3900900000000,39,9,"Athens County, OH",2014,"27,600","25,705","1,895",6.9
CN3901100000000,39,11,"Auglaize County, OH",2014,"24,133","23,087","1,046",4.3
CN3901300000000,39,13,"Belmont County, OH",2014,"31,819","29,679","2,140",6.7
CN3901500000000,39,15,"Brown County, OH",2014,"19,682","18,212","1,470",7.5
CN3901700000000,39,17,"Butler County, OH",2014,"186,523","176,166","10,357",5.6
CN3901900000000,39,19,"Carroll County, OH",2014,"13,569","12,735",834,6.1
CN3902100000000,39,21,"Champaign County, OH",2014,"19,928","18,918","1,010",5.1
CN3902300000000,39,23,"Clark County, OH",2014,"64,963","61,199","3,764",5.8
CN3902500000000,39,25,"Clermont County, OH",2014,"102,563","96,937","5,626",5.5
CN3902700000000,39,27,"Clinton County, OH",2014,"16,942","15,637","1,305",7.7
CN3902900000000,39,29,"Columbiana County, OH",2014,"50,091","46,850","3,241",6.5
CN3903100000000,39,31,"Coshocton County, OH",2014,"15,771","14,580","1,191",7.6
CN3903300000000,39,33,"Crawford County, OH",2014,"19,580","18,264","1,316",6.7
CN3903500000000,39,35,"Cuyahoga County, OH",2014,"616,481","578,054","38,427",6.2
CN3903700000000,39,37,"Darke County, OH",2014,"26,133","24,738","1,395",5.3
CN3903900000000,39,39,"Defiance County, OH",2014,"18,949","17,907","1,042",5.5
CN3904100000000,39,41,"Delaware County, OH",2014,"100,376","96,246","4,130",4.1
CN3904300000000,39,43,"Erie County, OH",2014,"37,405","35,001","2,404",6.4
CN3904500000000,39,45,"Fairfield County, OH",2014,"74,646","70,768","3,878",5.2
CN3904700000000,39,47,"Fayette County, OH",2014,"14,133","13,285",848,6
CN3904900000000,39,49,"Franklin County, OH",2014,"647,277","615,751","31,526",4.9
CN3905100000000,39,51,"Fulton County, OH",2014,"22,360","21,039","1,321",5.9
CN3905300000000,39,53,"Gallia County, OH",2014,"12,404","11,447",957,7.7
CN3905500000000,39,55,"Geauga County, OH",2014,"49,092","46,630","2,462",5
CN3905700000000,39,57,"Greene County, OH",2014,"79,707","75,525","4,182",5.2
CN3905900000000,39,59,"Guernsey County, OH",2014,"19,087","17,801","1,286",6.7
CN3906100000000,39,61,"Hamilton County, OH",2014,"401,401","379,421","21,980",5.5
CN3906300000000,39,63,"Hancock County, OH",2014,"40,435","38,633","1,802",4.5
CN3906500000000,39,65,"Hardin County, OH",2014,"15,104","14,240",864,5.7
CN3906700000000,39,67,"Harrison County, OH",2014,"7,352","6,907",445,6.1
CN3906900000000,39,69,"Henry County, OH",2014,"13,746","12,857",889,6.5
CN3907100000000,39,71,"Highland County, OH",2014,"17,321","15,976","1,345",7.8
CN3907300000000,39,73,"Hocking County, OH",2014,"13,175","12,323",852,6.5
CN3907500000000,39,75,"Holmes County, OH",2014,"19,895","19,094",801,4
CN3907700000000,39,77,"Huron County, OH",2014,"27,879","25,647","2,232",8
CN3907900000000,39,79,"Jackson County, OH",2014,"13,220","12,054","1,166",8.8
CN3908100000000,39,81,"Jefferson County, OH",2014,"29,784","27,358","2,426",8.1
CN3908300000000,39,83,"Knox County, OH",2014,"31,116","29,466","1,650",5.3
CN3908500000000,39,85,"Lake County, OH",2014,"124,573","117,702","6,871",5.5
CN3908700000000,39,87,"Lawrence County, OH",2014,"25,837","24,111","1,726",6.7
CN3908900000000,39,89,"Licking County, OH",2014,"86,626","82,072","4,554",5.3
CN3909100000000,39,91,"Logan County, OH",2014,"23,079","21,918","1,161",5
CN3909300000000,39,93,"Lorain County, OH",2014,"150,438","140,777","9,661",6.4
CN3909500000000,39,95,"Lucas County, OH",2014,"208,834","195,419","13,415",6.4
CN3909700000000,39,97,"Madison County, OH",2014,"20,453","19,482",971,4.7
CN3909900000000,39,99,"Mahoning County, OH",2014,"107,951","100,696","7,255",6.7
